Name,Targets,Receptions,Yards,Tds,YPC,Fantasy Points
Calvin Johnson,52,29,461,3,15.90,64.10Demaryius Thomas,101,65,1002,6,15.42,136.20Jordy Nelson,84,56,889,8,15.88,136.90Antonio Brown,112,79,1070,8,13.54,155.00Randall Cobb,61,44,650,10,14.77,125.00Julio Jones,94,61,853,3,13.98,103.30Emmanuel Sanders,84,62,852,6,13.74,121.20A.J. Green,41,23,381,3,16.57,56.10Ty Hilton,84,56,937,3,16.73,111.70Jeremy Maclin,83,45,790,8,17.56,127.00Alshon Jeffery,73,44,626,3,14.23,80.60Kelvin Benjamin,78,40,589,5,14.72,88.90Brandon Marshall,76,42,496,6,11.81,85.60DeSean Jackson,61,36,784,4,21.78,102.40Golden Tate,93,66,909,3,13.77,108.90Mike Evans,62,39,585,5,15.00,88.50Mike Wallace,75,40,519,6,12.97,87.90Vincent Jackson,90,40,518,2,12.95,63.80Brandon LaFell,63,36,514,5,14.28,81.40Roddy White,67,39,491,4,12.59,73.10Odell Beckham Jr.,35,25,370,3,14.80,55.00Sammy Watkins,77,42,617,5,14.69,91.70Martavis Bryant,24,14,310,6,22.14,67.00DeAndre Hopkins,64,42,684,4,16.29,92.40Keenan Allen,73,47,474,1,10.09,53.40Mohamed Sanu,73,41,648,4,15.80,88.80Anquan Boldin,77,51,635,3,12.45,81.50Julian Edelman,79,54,556,2,10.30,67.60Pierre Garcon,62,42,458,3,10.90,63.80Andre Johnson,82,48,563,1,11.73,62.30Larry Fitzgerald,65,44,625,2,14.20,74.50Brandin Cooks,62,48,500,3,10.42,68.00Reggie Wayne,72,42,504,2,12.00,62.40Michael Crabtree,68,40,424,3,10.60,60.40Rueben Randle,79,43,409,2,9.51,52.90Doug Baldwin,55,38,440,1,11.58,50.00Jordan Matthews,52,32,313,3,9.78,49.30James Jones,71,47,463,3,9.85,64.30Cordarrelle Patterson,56,26,308,1,11.85,36.80Michael Floyd,52,24,400,2,16.67,52.00Kenny Britt,40,21,312,2,14.86,43.20Marques Colston,50,30,480,1,16.00,54.00John Brown,57,29,399,5,13.76,69.90Malcom Floyd,44,28,530,3,18.93,71.00Andrew Hawkins,69,39,504,1,12.92,56.40Kendall Wright,60,39,403,4,10.33,64.30Justin Hunter,50,21,368,2,17.52,48.80Greg Jennings,58,35,459,2,13.11,57.90Andre Holmes,47,25,400,4,16.00,64.00Jarvis Landry,50,37,354,2,9.57,47.40
