Name,Targets,Receptions,Yards,Tds,YPC,Fantasy Points
Calvin Johnson,91,49,724,5,14.78,102.40Demaryius Thomas,137,88,1255,10,14.26,185.50Jordy Nelson,112,70,1119,10,15.99,171.90Dez Bryant,110,67,952,10,14.21,155.20Antonio Brown,135,96,1258,11,13.10,191.80A.J. Green,73,45,686,5,15.24,98.60Julio Jones,130,82,1169,5,14.26,146.90Emmanuel Sanders,116,82,1152,7,14.05,157.20Josh Gordon,29,15,195,0,13.00,19.50Randall Cobb,90,65,922,10,14.18,152.20Odell Beckham Jr.,67,48,699,5,14.56,99.90Alshon Jeffery,107,67,854,7,12.75,127.40Ty Hilton,102,68,1145,5,16.84,144.50Brandon Marshall,102,58,660,8,11.38,114.00Kelvin Benjamin,110,57,824,8,14.46,130.40DeAndre Hopkins,90,60,1041,6,17.35,140.10Mike Evans,91,53,890,8,16.79,137.00Golden Tate,115,80,1136,3,14.20,131.60Kenny Stills,57,44,691,3,15.70,87.10Brandon LaFell,86,53,712,7,13.43,113.20Mike Wallace,98,54,661,7,12.24,108.10Keenan Allen,110,72,762,4,10.58,100.20Jeremy Maclin,119,71,1088,9,15.32,162.80Roddy White,89,56,662,5,11.82,96.20Anquan Boldin,100,68,843,4,12.40,108.30DeSean Jackson,78,47,942,5,20.04,124.20Andre Johnson,115,65,720,2,11.08,84.00Julian Edelman,112,77,743,2,9.65,86.30Jordan Matthews,82,54,686,7,12.70,110.60Torrey Smith,70,38,609,8,16.03,108.90
