Name,Targets,Receptions,Yards,Tds,YPC,Fantasy Points
Dez Bryant,69,45,590,4,13.11,83.00Antonio Brown,87,60,852,7,14.20,127.20Demaryius Thomas,76,47,767,6,16.32,112.70Jeremy Maclin,76,39,632,6,16.21,99.20Ty Hilton,78,53,866,2,16.34,98.60Kelvin Benjamin,68,38,571,5,15.03,87.10Emmanuel Sanders,60,47,634,4,13.49,87.40Mike Wallace,59,32,418,5,13.06,71.80Steve Smith,69,41,675,4,16.46,91.50DeSean Jackson,54,32,664,3,20.75,84.40Andre Johnson,75,46,551,1,11.98,61.10DeAndre Hopkins,53,36,569,3,15.81,74.90Mohamed Sanu,58,35,533,3,15.23,71.30Terrance Williams,39,25,407,6,16.28,76.70A.J. Green,25,17,314,2,18.47,43.40Keenan Allen,64,43,427,1,9.93,48.70Vincent Jackson,65,26,357,2,13.73,47.70Larry Fitzgerald,49,30,443,2,14.77,56.30Rueben Randle,58,34,321,2,9.44,44.10Michael Floyd,43,19,353,2,18.58,47.30Pierre Garcon,57,39,443,3,11.36,62.30Brandin Cooks,51,40,372,2,9.30,49.20Brandon LaFell,50,30,461,4,15.37,70.10Doug Baldwin,43,29,371,1,12.79,43.10Odell Beckham Jr.,15,10,106,3,10.60,28.60Anquan Boldin,55,39,447,1,11.46,50.70Michael Crabtree,51,32,322,3,10.06,50.20Eric Decker,52,31,363,3,11.71,54.30Marques Colston,44,25,408,1,16.32,46.80Julian Edelman,69,45,467,1,10.38,52.70
